No	year	title	artist	id	lyric
48	1966	동숙의 노래	문주란	1125269	너무나도 그님을 사랑했기에 그리움이 변해서 사모친 미움 원한 맺힌 마음에 잘못 생각해 돌이킬수 없는 죄 저질러 놓고 뉘우치면서 울어도 때는 늦으리 음 때는 늦으리 님을 따라 가고픈 마음이건만 그대따라 못가는 서러운 미움 저주받은 운명에 끝나는 순간 임의품에 안기운 짧은 행복에 참을수 없이 흐르는 뜨거운 눈물 음 뜨거운 눈물
49	1966	뜨거운 안녕	쟈니리	1936391	또 다시 말해주오 사랑하고 있다고 별들이 다정히 손을 잡는 밤 기어이 가신다면 헤어집시다 아프게 마음 새긴 그 말 한마디 보내고 밤마다 울음이 나도 남자답게 말하리라 안녕이라고 뜨겁게 뜨겁게 안녕이라고 또 다시 말해주오 사랑하고 있다고 비둘기 나란히 구구 대는데 기어이 떠난다면 보내 드리리 너무도 깊이 맺힌 그 날밤 입술 긴긴 날 그리워 몸부림 쳐도 남자답게 말하리라 안녕이라고 뜨겁게 뜨겁게 안녕이라고
50	1966	말띠신부	조애희	3005377	NA
51	1966	목석같은 사나이	이시스터즈	1864970	말없는 그 사내 쌀쌀한 그 사내 인정도 없는 그 사내가 나를 울려요 사랑도 모르는 목석같은 사내 미남도 아닌 그 사내가 나를 울려요 목석같은 그 사내가 나를 울려요 사랑을 할땐 누구나 바보가 되지요 그것도 모르는 그 사내 정말 바보야 말없는 그 사내 쌀쌀한 그 사내 인정도 없는 그 사내가 나를 울려요 목석같은 그 사내가 나를 울려요 사랑을 할땐 누구나 바보가 되지요 그것도 모르는 그 사내 정말 바보야 말없는 그 사내 쌀쌀한 그 사내 인정도 없는 그 사내가 나를 울려요 목석같은 그 사내가 나를 울려요 나를 울려요 나를 울려요
52	1966	미워하지 않으리	정원	1749952	목숨 걸고 쌓올린 사나이의 첫사랑 글라스에 아롱진 그 님의 얼굴 피보다 진한 사랑 여자는 모르리라 눈물을 삼키며 미워하지 않으리 피에 맺힌 애원도 몸부림을 쳐봐도 한번 가신 그님이 다시 올소냐 사나이 붉은 순정 여자는 모르리라 입술을 깨물며 미워하지 않으리
53	1966	불나비	김상국	193887	얼마나 사무치는 그리움이냐 밤마다 불을찾아 헤메는 사연 차라리 재가되어 숨진다 해도 아아아 너를 안고 가련다 불나비 사랑 무엇으로 끄나요 사랑의 불길 밤을안고 떠도는 외로운 날개 한많은 세월속에 멍들은 가슴 아아아 너를안고 가련다 불나비 사랑
54	1966	사랑합시다	위키리	3005374	NA
55	1966	살짜기 옵서에	패티김	2249739	 전 주 중 당신 생각에 부풀은 이 가슴 살짜기 살짜기 살짜기 옵서예 달 밝은 밤에도 어두운 밤에도 살짜기 살짜기 살짜기 옵서예 바람이 불거나 눈비가 오거나 살짜기 살짜기 살짜기 옵서예 꿈에도 못잊을 그리운 님이여 살짜기 살짜기 살짜기 옵서예 간 주 중 당신 그리워 사무친 이 가슴 살짜기 살짜기 살짜기 옵서예 외로운 밤에도 쓸쓸한 밤에도 살짜기 살짜기 살짜기 옵서예 바람이 불거나 눈비가 오거나 살짜기 살짜기 살짜기 옵서예 잠시도 못잊을 보고픈 님이여 살짜기 살짜기 살짜기 옵서예
56	1966	수덕사의 여승	송춘희	4076255	NA
57	1966	아카시아의 마음	문주란	1125300	아카시아꽃이 시들면은 왜 그런지 슬퍼져 못잊을 사랑의 그림자 꽃잎은 알아줄까 밤비에 흩어지는 흰꽃잎 같이 내 사랑도 허무하게 가 버렸네 아카시아꽃이 다시피면 옛사랑도 잊겠지 못다한 사랑의 괴로움 꽃잎은 알아줄까 이슬비 오는밤에 흰꽃이 피면 내 마음도 쓸쓸하게 눈물 짓네
58	1966	엄처시하	최희준	1185254	열아홉 처녀 때는 수줍던 그 아내가 첫 아이 낳더니만 고양이로 변했네 눈 밑에 잔주름이 늘어 가니까 무서운 호랑이로 변해 버렸네 그러나 두고 보자 나도 남자다 언젠간 내 손으로 휘어 잡겠다 큰 소릴 쳐 보지만 나는 공처가 한 세상 사노라면 변할 날 있으련만 날이면 날마다 짜증으로 지새는 마누라 극성 속에 기가 죽어서 눈치밥 세월 속에 청춘이 가네 그러나 두고 보자 나도 남자다 언젠간 내 손으로 휘어 잡겠다 큰 소릴 쳐 보지만 나는 공처가 나는 공처가
59	1966	울릉도 트위스트	이시스터즈	1864969	울렁울렁 울렁대는 가슴안고 연락선을 타고가면 울릉도라 뱃머리도 신이나서 트위스트 아름다운 울릉도 붉게 피어나는 동백 꽃잎처럼 아가씨들 예쁘고 둘이 먹다가 하나 죽어도 모르는 호박엿 울렁울렁 울렁대는 처녀가슴 오징어가 풍년이면 시집가요 육지손님 어서와요 트위스트 나를 데려가세요 울렁울렁 울렁대는 울릉도길 연락선도 형편없이 지쳤구나 어지러워 비틀비틀 트위스트 요게바로 울릉도 평생 다가도록 기차 구경 한번 못해보고 살아도 기차보다 좋은 비행기는 구경 실컷하며 살아요 싱글벙글 생글생글 처녀총각 영감마님 어서와서 춤을춰요 오징어도 대풍일세 트위스트 사랑을 합시다 울렁울렁 울렁대는 가슴안고 연락선을 타고가면 울릉도라 뱃머리도 신이나서 트위스트 아름다운 울릉도 붉게 피어나는 동백 꽃잎처럼 아가씨들 예쁘고 둘이 먹다가 하나 죽어도 모르는 호박엿 울렁울렁 울렁대는 처녀가슴 오징어가 풍년이면 시집가요 육지손님 어서와요 트위스트 나를 데려가세요
60	1966	종점	최희준	1185249	너를 사랑할때 한없이 즐거웠고 버림을 받았을때 끝없이 서러웠다 아련한 추억 속에 미련도 없다만은 너무도 빨리온 인생의 종점에서 싸늘하게 싸늘하게 식어만 가는 아 내청춘 꺼져가네 너를 사랑할땐 목숨을 걸렸었고 버림을 받았을때 추억을 생각했다 지나간 내 한평생 미련도 없다만은 너무도 짧았던 내청춘 종점에서 속절없이 속절없이 꺼져만 가는 아 한많은 내 청춘
61	1966	지평선은 말이 없다	이미자	48710	어드메 계시온지 보고픈 어머님은 얼마나 멀고먼지 가고픈 내고향은 언제나 눈감으면 떠오르는 그모습 그리워 불러보는 이름이건만 지평선은 말이없다 대답이없다 드넓은 이세상에 외로운 우리남매 만나자 헤여지는 뼈져린 슬픈운명 차가운 이국땅에 쓰러져간 오빠를 가슴이 터지도록 불러보아도 지평선은 말이없다 대답이없다
62	1966	초우	문주란	1125291	가슴속에 스며드는 고독이 뭄부림칠 때 갈길없는 나그네의 꿈은 사라져 비에 젖어우네 너무나 사랑했기에 너무나 사랑했기에 마음의 상처 잊을 길 없어 빗소리도 흐느끼네
63	1966	충청도 아줌마	박일남	191057	와도 그만 가도 그만 방랑의 길은 먼데 충청도 아줌마가 한사코 길을 막네 주안상 하나 놓고 마주 앉은 사람아 술이나 따르면서 따르면서 내 설움 너의 설움을 엮어나 보자 서울이고 부산이고 갈 곳은 많지만은 투술한 사투리가 너무도 정답구나 눈물을 흘리면서 마주 앉은 사람아 과거를 털어놓고 털어놓고 새로운 새 희망에 살아가 보자
64	1966	키다리 미스터 김	이금희	2740011	키다리 미스터 김은 싱겁게 키는 크지만 그래도 미스터 김은 마음씨 그만이예요 세상에 키 크고 싱겁지 않은 이 없다고 말을 하지만 그러나 그 이는 그렇지 않아요 정말로 멋쟁이예요 건들 건들 걸을때는 매력이 흘러 넘쳐요 키다리 미스터 김에게 나 홀랑 반했어요 키다리 미스터 김은 언제나 털털이지만 그래도 미스터 김이 세상에 제일 좋아요 제 눈에 안경이 이러쿵 저러쿵 말씀을 할진 몰라도 그 이를 안보곤 그런 말 마세요 정말로 멋쟁이예요 싱글 벙글 웃을때는 내 마음 미쳐버려요 키다리 미스터 김이 없으면 난 못살아요 없으면 난 못살아요 없으면 난 못살아요
